date,rainfall_mm,temp_max_c,temp_min_c,soil_moisture_pct,downtime_hrs,blasting_delay_hrs,target_production_t,actual_production_t,rainfall_lag1,downtime_lag1,soil_moisture_lag1,production_lag1,production_lag7,rolling_avg_7
2025-08-12,14.0,31.9,24.3,42.9,2,2,1000.0,921.1,2.3,2.0,45.5,950.9,963.4,933.5
2025-08-13,36.7,28.9,23.7,56.2,3,2,1000.0,854.0,14.0,2.0,42.9,921.1,968.3,917.1714285714286
2025-08-14,3.9,31.6,23.9,56.3,3,3,1000.0,876.2,36.7,3.0,56.2,854.0,923.5,910.4142857142857
2025-08-15,25.1,29.6,23.4,60.0,3,1,1000.0,891.8,3.9,3.0,56.3,876.2,972.8,898.8428571428573
2025-08-16,32.8,30.1,23.3,66.0,6,0,1000.0,867.5,25.1,3.0,60.0,891.8,881.4,896.8571428571429
2025-08-17,1.6,30.8,24.1,61.9,1,3,1000.0,959.2,32.8,6.0,66.0,867.5,916.5,902.9571428571428
2025-08-18,10.7,30.7,24.1,63.9,2,1,1000.0,1003.9,1.6,1.0,61.9,959.2,950.9,910.5285714285716
2025-08-19,25.5,31.0,23.8,66.3,1,4,1000.0,865.7,10.7,2.0,63.9,1003.9,921.1,902.6142857142858
2025-08-20,19.7,28.3,23.4,70.7,2,1,1000.0,918.4,25.5,1.0,66.3,865.7,854.0,911.8142857142857
2025-08-21,9.6,29.8,23.4,68.5,3,1,1000.0,870.6,19.7,2.0,70.7,918.4,876.2,911.0142857142857
2025-08-22,16.8,26.9,23.6,68.4,3,1,1000.0,887.0,9.6,3.0,68.5,870.6,891.8,910.3285714285714
2025-08-23,7.8,27.5,23.0,71.5,2,1,1000.0,931.8,16.8,3.0,68.4,887.0,867.5,919.5142857142857
2025-08-24,12.4,28.9,23.0,68.1,1,1,1000.0,923.7,7.8,2.0,71.5,931.8,959.2,914.4428571428572
2025-08-25,1.6,29.5,23.0,58.1,4,2,1000.0,869.8,12.4,1.0,68.1,923.7,1003.9,895.2857142857143
2025-08-26,13.2,30.1,23.0,62.8,1,0,1000.0,1016.4,1.6,4.0,58.1,869.8,865.7,916.8142857142857
2025-08-27,25.2,31.5,23.2,66.2,2,2,1000.0,890.6,13.2,1.0,62.8,1016.4,918.4,912.842857142857
2025-08-28,22.5,28.8,23.2,72.8,2,1,1000.0,921.5,25.2,2.0,66.2,890.6,870.6,920.1142857142856
2025-08-29,4.6,30.5,23.5,65.7,2,2,1000.0,894.3,22.5,2.0,72.8,921.5,887.0,921.1571428571427
2025-08-30,3.8,30.6,23.5,63.2,0,0,1000.0,1030.8,4.6,2.0,65.7,894.3,931.8,935.3
2025-08-31,16.1,29.7,23.7,65.8,4,2,1000.0,864.3,3.8,0.0,63.2,1030.8,923.7,926.8142857142857
2025-09-01,63.5,28.7,23.6,86.7,5,3,1000.0,758.2,16.1,4.0,65.8,864.3,869.8,910.8714285714285
2025-09-02,42.4,28.3,21.9,92.7,0,1,1000.0,876.7,63.5,5.0,86.7,758.2,1016.4,890.9142857142857
2025-09-03,18.1,26.8,22.4,94.1,2,0,1000.0,946.4,42.4,0.0,92.7,876.7,890.6,898.8857142857142
2025-09-04,12.0,28.5,23.0,91.0,2,1,1000.0,914.0,18.1,2.0,94.1,946.4,921.5,897.8142857142858
2025-09-05,0.4,30.0,22.9,83.5,3,2,1000.0,955.1,12.0,2.0,91.0,914.0,894.3,906.5
2025-09-06,2.7,29.4,23.2,82.6,2,0,1000.0,1022.1,0.4,3.0,83.5,955.1,1030.8,905.2571428571429
2025-09-07,2.7,30.2,23.1,74.7,0,0,1000.0,959.7,2.7,2.0,82.6,1022.1,864.3,918.8857142857142
2025-09-08,5.6,30.1,23.0,67.7,2,0,1000.0,929.6,2.7,0.0,74.7,959.7,758.2,943.3714285714286
2025-09-09,7.2,31.6,23.4,69.3,2,1,1000.0,928.1,5.6,2.0,67.7,929.6,876.7,950.7142857142857
2025-09-10,2.2,31.6,23.8,67.2,3,3,1000.0,852.9,7.2,2.0,69.3,928.1,946.4,937.3571428571429
2025-09-11,10.7,30.0,24.0,64.2,2,0,1000.0,963.7,2.2,3.0,67.2,852.9,914.0,944.4571428571428
2025-09-12,22.7,30.9,23.7,63.2,2,2,1000.0,883.0,10.7,2.0,64.2,963.7,955.1,934.157142857143
2025-09-13,8.9,30.5,23.4,63.6,0,1,1000.0,972.7,22.7,2.0,63.2,883.0,1022.1,927.1
2025-09-14,10.3,30.6,23.6,66.0,3,2,1000.0,923.1,8.9,0.0,63.6,972.7,959.7,921.8714285714286
2025-09-15,11.0,29.2,23.9,61.4,3,3,1000.0,834.9,10.3,3.0,66.0,923.1,929.6,908.342857142857
2025-09-16,10.3,30.1,23.9,62.8,4,1,1000.0,932.5,11.0,3.0,61.4,834.9,928.1,908.9714285714286
2025-09-17,4.1,29.8,23.4,60.1,0,0,1000.0,973.2,10.3,4.0,62.8,932.5,852.9,926.157142857143
2025-09-18,1.9,30.2,23.2,52.8,4,0,1000.0,1002.2,4.1,0.0,60.1,973.2,963.7,931.657142857143
2025-09-19,0.2,31.1,23.4,50.3,0,4,1000.0,948.4,1.9,4.0,52.8,1002.2,883.0,941.0
2025-09-20,2.3,31.6,23.8,40.8,2,1,1000.0,938.8,0.2,0.0,50.3,948.4,972.7,936.157142857143
2025-09-21,0.2,32.1,23.8,41.5,1,0,1000.0,955.9,2.3,2.0,40.8,938.8,923.1,940.842857142857
2025-09-22,0.0,32.8,23.5,39.6,2,0,1000.0,935.4,0.2,1.0,41.5,955.9,834.9,955.2
2025-09-23,0.0,32.5,23.1,34.4,2,1,1000.0,971.2,0.0,2.0,39.6,935.4,932.5,960.7285714285715
2025-09-24,0.8,32.8,24.1,37.5,0,0,1000.0,998.1,0.0,2.0,34.4,971.2,973.2,964.2857142857143
2025-09-25,14.6,29.0,23.4,34.5,2,0,1000.0,980.3,0.8,0.0,37.5,998.1,1002.2,961.1571428571427
2025-09-26,5.6,31.7,24.1,35.7,4,0,1000.0,999.4,14.6,2.0,34.5,980.3,948.4,968.4428571428572
2025-09-27,26.6,28.7,23.5,44.6,1,3,1000.0,855.0,5.6,4.0,35.7,999.4,938.8,956.4714285714286
2025-09-28,1.9,29.7,22.6,44.4,2,0,1000.0,930.8,26.6,1.0,44.6,855.0,955.9,952.8857142857142
2025-09-29,1.7,30.0,22.4,36.0,3,1,1000.0,933.7,1.9,2.0,44.4,930.8,935.4,952.6428571428571
2025-09-30,0.5,31.4,23.0,38.3,0,0,1000.0,1033.7,1.7,3.0,36.0,933.7,971.2,961.5714285714286
2025-10-01,4.0,31.5,23.5,34.7,2,0,1000.0,937.0,0.5,0.0,38.3,1033.7,998.1,952.842857142857
2025-10-02,8.5,30.7,23.2,33.4,1,0,1000.0,975.8,4.0,2.0,34.7,937.0,980.3,952.2
2025-10-03,3.3,29.8,24.1,34.7,0,0,1000.0,1037.1,8.5,1.0,33.4,975.8,999.4,957.5857142857142
2025-10-04,7.4,30.2,23.2,34.5,1,0,1000.0,927.1,3.3,0.0,34.7,1037.1,855.0,967.8857142857142
2025-10-05,6.8,30.1,23.3,32.9,3,1,1000.0,928.9,7.4,1.0,34.5,927.1,930.8,967.6142857142858
2025-10-06,20.5,27.9,22.9,39.7,1,0,1000.0,944.2,6.8,3.0,32.9,928.9,933.7,969.1142857142856
2025-10-07,0.5,30.2,22.0,35.8,2,1,1000.0,948.1,20.5,1.0,39.7,944.2,1033.7,956.8857142857142
2025-10-08,0.0,30.5,22.2,33.9,1,0,1000.0,1006.3,0.5,2.0,35.8,948.1,937.0,966.7857142857143
2025-10-09,0.0,30.6,21.5,32.3,5,1,1000.0,906.6,0.0,1.0,33.9,1006.3,975.8,956.8999999999999
2025-10-10,1.6,28.9,21.7,32.3,1,0,1000.0,952.8,0.0,5.0,32.3,906.6,1037.1,944.8571428571429
2025-10-11,1.0,29.4,20.0,24.7,4,1,1000.0,898.8,1.6,1.0,32.3,952.8,927.1,940.8142857142857
2025-10-12,0.0,30.4,20.3,29.3,2,2,1000.0,962.8,1.0,4.0,24.7,898.8,928.9,945.657142857143
2025-10-13,0.9,29.4,21.1,19.5,0,1,1000.0,983.8,0.0,2.0,29.3,962.8,944.2,951.3142857142856
2025-10-14,0.7,30.1,21.6,21.5,1,0,1000.0,1009.4,0.9,0.0,19.5,983.8,948.1,960.0714285714286
2025-10-15,0.0,30.9,21.7,21.2,3,1,1000.0,937.5,0.7,1.0,21.5,1009.4,1006.3,950.2428571428571
2025-10-16,0.0,31.0,21.4,19.0,2,1,1000.0,969.3,0.0,3.0,21.2,937.5,906.6,959.2
2025-10-17,0.2,30.5,21.1,15.8,3,1,1000.0,917.9,0.0,2.0,19.0,969.3,952.8,954.2142857142857
2025-10-18,0.0,30.6,19.2,15.3,3,1,1000.0,907.0,0.2,3.0,15.8,917.9,898.8,955.3857142857142
2025-10-19,0.0,30.8,19.5,13.4,1,1,1000.0,982.9,0.0,3.0,15.3,907.0,962.8,958.2571428571428
2025-10-20,0.7,30.1,19.4,12.4,0,2,1000.0,983.0,0.0,1.0,13.4,982.9,983.8,958.1428571428571
2025-10-21,0.1,31.3,22.5,14.2,1,2,1000.0,907.5,0.7,0.0,12.4,983.0,1009.4,943.5857142857142
2025-10-22,0.0,32.2,22.4,12.2,4,4,1000.0,822.7,0.1,1.0,14.2,907.5,937.5,927.1857142857143
2025-10-23,0.0,32.2,22.5,9.2,2,0,1000.0,965.1,0.0,4.0,12.2,822.7,969.3,926.5857142857142
2025-10-24,0.6,31.4,22.6,11.8,4,1,1000.0,962.9,0.0,2.0,9.2,965.1,917.9,933.0142857142857
2025-10-25,4.1,27.3,21.9,11.4,3,1,1000.0,942.0,0.6,4.0,11.8,962.9,907.0,938.0142857142857
2025-10-26,9.4,27.8,21.6,15.3,2,1,1000.0,894.0,4.1,3.0,11.4,942.0,982.9,925.3142857142858
2025-10-27,1.1,30.9,21.5,14.3,3,1,1000.0,925.9,9.4,2.0,15.3,894.0,983.0,917.157142857143
2025-10-28,0.9,29.7,23.8,10.7,2,0,1000.0,961.5,1.1,3.0,14.3,925.9,907.5,924.8714285714286
2025-10-29,7.1,29.3,23.4,13.1,2,1,1000.0,901.3,0.9,2.0,10.7,961.5,822.7,936.1
2025-10-30,9.8,25.5,22.1,18.5,2,0,1000.0,955.1,7.1,2.0,13.1,901.3,965.1,934.6714285714286
2025-10-31,11.2,28.5,21.6,21.3,3,0,1000.0,932.9,9.8,2.0,18.5,955.1,962.9,930.3857142857142
2025-11-01,0.2,30.4,22.2,18.6,1,1,1000.0,948.9,11.2,3.0,21.3,932.9,942.0,931.3714285714285
2025-11-02,2.0,29.4,21.8,18.1,2,1,1000.0,930.4,0.2,1.0,18.6,948.9,894.0,936.5714285714286
2025-11-03,0.0,31.7,20.8,19.0,3,1,1000.0,974.1,2.0,2.0,18.1,930.4,925.9,943.4571428571428
2025-11-04,0.7,30.0,20.7,14.3,2,0,1000.0,958.2,0.0,3.0,19.0,974.1,961.5,942.9857142857143
2025-11-05,0.0,30.6,20.4,15.3,0,1,1000.0,976.5,0.7,2.0,14.3,958.2,901.3,953.7285714285714
2025-11-06,0.0,30.5,17.6,12.7,1,1,1000.0,958.2,0.0,0.0,15.3,976.5,955.1,954.1714285714287
2025-11-07,0.0,29.8,17.4,11.6,2,1,1000.0,929.8,0.0,1.0,12.7,958.2,932.9,953.7285714285714
2025-11-08,0.0,29.1,14.6,13.3,2,0,1000.0,972.4,0.0,2.0,11.6,929.8,948.9,957.0857142857143
2025-11-09,0.0,27.7,13.6,11.8,1,0,1000.0,987.0,0.0,2.0,13.3,972.4,930.4,965.1714285714287
2025-11-10,0.0,27.9,13.1,11.0,0,0,1000.0,1002.4,0.0,1.0,11.8,987.0,974.1,969.2142857142857
2025-11-11,0.0,27.8,13.6,11.2,5,1,1000.0,874.2,0.0,0.0,11.0,1002.4,958.2,957.2142857142857
2025-11-12,0.0,28.3,13.4,8.0,2,3,1000.0,888.8,0.0,5.0,11.2,874.2,976.5,944.6857142857143
2025-11-13,0.0,28.0,13.9,8.7,1,1,1000.0,982.8,0.0,2.0,8.0,888.8,958.2,948.1999999999999
2025-11-14,0.0,27.7,13.4,6.1,2,0,1000.0,964.6,0.0,1.0,8.7,982.8,929.8,953.1714285714287
2025-11-15,0.0,27.7,14.0,6.8,0,0,1000.0,1004.9,0.0,2.0,6.1,964.6,972.4,957.8142857142857
2025-11-16,0.0,26.9,14.1,5.4,2,3,1000.0,900.0,0.0,0.0,6.8,1004.9,987.0,945.3857142857142
2025-11-17,0.0,26.4,14.2,5.4,1,1,1000.0,972.5,0.0,2.0,5.4,900.0,1002.4,941.1142857142858
2025-11-18,0.0,26.8,13.8,6.0,3,0,1000.0,971.8,0.0,1.0,5.4,972.5,874.2,955.0571428571429
2025-11-19,0.0,27.5,13.2,5.0,4,1,1000.0,909.8,0.0,3.0,6.0,971.8,888.8,958.0571428571428
2025-11-20,0.0,28.2,13.3,8.3,2,0,1000.0,942.7,0.0,4.0,5.0,909.8,982.8,952.3285714285714
2025-11-21,0.0,28.6,13.9,5.0,0,0,1000.0,963.4,0.0,2.0,8.3,942.7,964.6,952.157142857143
2025-11-22,0.0,28.8,14.3,5.0,2,3,1000.0,925.5,0.0,0.0,5.0,963.4,1004.9,940.8142857142857
2025-11-23,0.0,28.9,14.4,5.5,2,0,1000.0,993.1,0.0,2.0,5.0,925.5,900.0,954.1142857142858
2025-11-24,0.0,29.1,15.8,5.0,3,1,1000.0,949.5,0.0,2.0,5.5,993.1,972.5,950.8285714285714
2025-11-25,0.0,28.8,16.8,5.0,5,0,1000.0,949.3,0.0,3.0,5.0,949.5,971.8,947.6142857142856
2025-11-26,0.0,28.6,16.7,5.0,2,2,1000.0,915.2,0.0,5.0,5.0,949.3,909.8,948.3857142857144
2025-11-27,0.0,28.2,15.1,5.0,3,0,1000.0,936.3,0.0,2.0,5.0,915.2,942.7,947.4714285714284
2025-11-28,0.0,25.9,13.5,5.0,3,0,1000.0,925.6,0.0,3.0,5.0,936.3,963.4,942.0714285714286
2025-11-29,0.0,26.4,13.0,5.0,2,0,1000.0,937.3,0.0,3.0,5.0,925.6,925.5,943.7571428571429
2025-11-30,0.0,26.4,13.7,5.0,5,2,1000.0,911.4,0.0,2.0,5.0,937.3,993.1,932.0857142857142
2025-12-01,0.0,26.9,14.0,5.0,2,1,1000.0,930.2,0.0,5.0,5.0,911.4,949.5,929.3285714285713
2025-12-02,0.0,27.1,13.9,5.0,5,1,1000.0,931.6,0.0,2.0,5.0,930.2,949.3,926.8000000000001
2025-12-03,0.0,26.6,13.8,5.0,0,3,1000.0,919.4,0.0,5.0,5.0,931.6,915.2,927.3999999999999
2025-12-04,0.0,26.5,14.2,5.0,1,1,1000.0,939.7,0.0,0.0,5.0,919.4,936.3,927.8857142857144
2025-12-05,0.0,26.4,13.2,5.0,1,0,1000.0,952.2,0.0,1.0,5.0,939.7,925.6,931.6857142857143
2025-12-06,0.0,26.2,12.8,5.0,2,0,1000.0,952.4,0.0,1.0,5.0,952.2,937.3,933.842857142857
2025-12-07,0.0,27.7,12.3,5.0,1,0,1000.0,1027.5,0.0,2.0,5.0,952.4,911.4,950.4285714285714
2025-12-08,0.0,28.9,12.9,5.0,1,1,1000.0,927.5,0.0,1.0,5.0,1027.5,930.2,950.0428571428572
2025-12-09,0.0,28.6,13.4,5.0,0,2,1000.0,1013.5,0.0,1.0,5.0,927.5,931.6,961.7428571428571
2025-12-10,0.0,27.9,12.3,5.0,3,0,1000.0,929.8,0.0,0.0,5.0,1013.5,919.4,963.2285714285715
2025-12-11,0.0,27.6,11.6,5.0,3,0,1000.0,977.5,0.0,3.0,5.0,929.8,939.7,968.6285714285714
2025-12-12,0.0,27.6,12.0,5.0,0,1,1000.0,970.6,0.0,3.0,5.0,977.5,952.2,971.2571428571429
2025-12-13,0.0,27.7,11.9,5.0,1,1,1000.0,950.4,0.0,0.0,5.0,970.6,952.4,970.9714285714286
2025-12-14,0.0,27.2,12.4,5.0,2,0,1000.0,931.9,0.0,1.0,5.0,950.4,1027.5,957.3142857142857
2025-12-15,0.0,26.7,13.2,5.0,5,1,1000.0,897.0,0.0,2.0,5.0,931.9,927.5,952.9571428571428
2025-12-16,0.0,26.6,11.8,5.0,1,0,1000.0,950.3,0.0,5.0,5.0,897.0,1013.5,943.9285714285714
2025-12-17,0.0,29.2,11.3,5.0,3,1,1000.0,879.6,0.0,1.0,5.0,950.3,929.8,936.7571428571429
2025-12-18,0.0,29.0,12.7,5.0,0,1,1000.0,978.6,0.0,3.0,5.0,879.6,977.5,936.9142857142857
2025-12-19,0.0,26.8,12.1,5.0,2,0,1000.0,950.9,0.0,0.0,5.0,978.6,970.6,934.1
2025-12-20,0.0,27.3,11.7,5.0,1,1,1000.0,1010.5,0.0,2.0,5.0,950.9,950.4,942.6857142857143
2025-12-21,0.0,27.4,11.8,5.0,1,1,1000.0,990.0,0.0,1.0,5.0,1010.5,931.9,950.9857142857144
2025-12-22,0.0,27.4,13.3,5.0,2,0,1000.0,1020.9,0.0,1.0,5.0,990.0,897.0,968.6857142857143
2025-12-23,0.0,28.1,12.8,5.0,2,1,1000.0,924.6,0.0,2.0,5.0,1020.9,950.3,965.0142857142857
2025-12-24,0.0,27.3,13.0,5.0,1,2,1000.0,939.1,0.0,2.0,5.0,924.6,879.6,973.5142857142856
2025-12-25,0.0,27.0,13.5,5.0,1,1,1000.0,881.4,0.0,1.0,5.0,939.1,978.6,959.6285714285715
2025-12-26,0.0,26.8,12.7,5.0,1,0,1000.0,976.5,0.0,1.0,5.0,881.4,950.9,963.2857142857143
2025-12-27,0.0,27.0,12.0,5.0,1,2,1000.0,938.0,0.0,1.0,5.0,976.5,1010.5,952.9285714285714
2025-12-28,0.0,27.1,12.0,5.0,3,0,1000.0,959.6,0.0,1.0,5.0,938.0,990.0,948.5857142857142
2025-12-29,0.0,27.6,10.7,5.0,2,0,1000.0,968.7,0.0,3.0,5.0,959.6,1020.9,941.1285714285715
2025-12-30,0.0,27.7,10.1,5.0,5,0,1000.0,927.0,0.0,2.0,5.0,968.7,924.6,941.4714285714286
2025-12-31,0.0,27.1,10.0,5.0,1,3,1000.0,828.6,0.0,5.0,5.0,927.0,939.1,925.6857142857143
