B2,B3,B4,B8,B11,B12,NDVI,NDMI,longitude,latitude,geology_favorability
383.0,573.5,443.0,2368.0,1766.0,922.5,0.6848097,0.14562167,79.68586576157786,21.56720249878353,0.6887388309282249
396.5,579.5,448.5,2438.5,1744.0,879.5,0.68929684,0.16604902,79.68604542463468,21.56720249878353,0.6709918803774685
353.0,521.0,415.5,2251.0,1641.0,782.5,0.6883555,0.15673175,79.6862250876915,21.56720249878353,0.6525753272397412
380.5,560.0,420.5,2637.5,1675.5,793.0,0.72498363,0.2230466,79.68640475074832,21.56720249878353,0.6341587741005571
406.5,590.0,477.0,2587.5,1744.5,842.0,0.6886931,0.19459833,79.68658441380515,21.56720249878353,0.6157422209613732
373.0,565.5,440.0,2356.5,1698.0,825.0,0.6853209,0.16241214,79.68676407686198,21.56720249878353,0.5973256678221891
383.5,547.0,449.5,2286.5,1658.5,834.0,0.67141813,0.15918885,79.6869437399188,21.56720249878353,0.578909114683005
390.0,581.5,455.0,2430.0,1681.5,835.0,0.6845754,0.18205035,79.68712340297562,21.56720249878353,0.5604925615452777
410.0,616.5,491.5,2400.5,1802.0,913.0,0.6600968,0.14241523,79.68730306603244,21.56720249878353,0.5420760084060937
388.0,609.0,488.5,2372.5,1882.5,990.5,0.658511,0.11515864,79.68748272908927,21.56720249878353,0.5709731128043043
402.0,597.0,492.5,2251.5,1876.0,1009.5,0.64103496,0.090975165,79.6876623921461,21.56720249878353,0.5981861396835975
393.0,579.5,480.5,2447.0,1899.5,1010.0,0.67173356,0.12596342,79.68784205520292,21.56720249878353,0.6382019715256895
420.0,604.5,554.0,2181.0,2014.0,1134.5,0.5948812,0.039809298,79.68802171825975,21.56720249878353,0.6601263600790297
420.0,604.5,554.0,2181.0,2014.0,1134.5,0.5948812,0.039809298,79.68820138131656,21.56720249878353,0.6405103815906126
476.5,652.5,670.0,2037.5,2186.5,1411.0,0.5050785,-0.03527462,79.68838104437339,21.56720249878353,0.620894403100644
479.5,669.0,716.5,2087.5,2324.5,1555.0,0.48894435,-0.053717136,79.68856070743021,21.56720249878353,0.6256814474499819
511.0,681.0,710.0,2114.5,2195.5,1495.0,0.49725616,-0.018793503,79.68874037048704,21.56720249878353,0.6424679600693473
498.0,676.0,697.0,2158.0,2068.5,1434.0,0.51173383,0.021175914,79.68892003354387,21.56720249878353,0.6540963247269178
522.0,692.5,759.0,2011.5,2101.5,1494.5,0.45208445,-0.021881837,79.68909969660068,21.56720249878353,0.6095775948076543
529.0,694.0,757.0,2084.0,2107.5,1495.0,0.46708906,-0.0056065847,79.6892793596575,21.56720249878353,0.5859480762718374
517.5,676.0,706.0,2115.5,2109.0,1500.5,0.49955696,0.0015386436,79.68945902271433,21.56720249878353,0.5848453881409506
484.0,654.5,688.0,2117.5,2187.5,1491.0,0.50953484,-0.016260162,79.68963868577116,21.56720249878353,0.5837427000100637
521.5,724.5,804.5,2175.5,2277.5,1636.0,0.46006712,-0.022905907,79.68981834882798,21.56720249878353,0.5921423765184817
562.5,738.5,820.5,2067.0,2236.5,1687.0,0.4316883,-0.039386544,79.68999801188481,21.56720249878353,0.6577051758316579
563.5,718.5,753.0,1842.0,1909.5,1484.5,0.41965318,-0.017992802,79.69017767494162,21.56720249878353,0.6748806011805871
545.5,683.0,720.5,1745.0,1679.0,1202.0,0.41553438,0.0192757,79.69035733799845,21.56720249878353,0.6533603447968865
552.5,700.0,762.0,1951.5,1746.0,1286.0,0.43836373,0.055578094,79.69053700105528,21.56720249878353,0.6275201544592481
552.5,700.0,762.0,1951.5,1746.0,1286.0,0.43836373,0.055578094,79.6907166641121,21.56720249878353,0.5877217427923435
522.5,658.0,689.0,1964.5,1743.5,1203.0,0.4806859,0.059600864,79.69089632716893,21.56720249878353,0.6443867782910092
470.5,616.0,555.5,2009.5,1597.5,1045.5,0.56686157,0.11422235,79.69107599022574,21.56720249878353,0.7130804352550243
439.5,608.0,520.0,2106.0,1513.5,949.5,0.6039604,0.16369665,79.69125565328257,21.56720249878353,0.7452937809240288
391.0,504.5,447.0,1779.5,1426.5,845.5,0.59847295,0.11010605,79.6914353163394,21.56720249878353,0.7528897853071332
396.5,495.0,412.5,1888.5,1419.0,790.0,0.64146024,0.14195012,79.69161497939622,21.56720249878353,0.7588008231848388
395.0,517.5,438.5,1893.5,1456.5,805.5,0.62392795,0.13044776,79.69179464245305,21.56720249878353,0.76104978409378
419.5,571.0,473.0,2395.5,1671.5,943.5,0.6702109,0.1780182,79.69197430550987,21.56720249878353,0.7632987450027212
539.5,724.5,726.0,2340.0,2261.5,1423.0,0.5264188,0.017059654,79.69215396856669,21.56720249878353,0.7655477059114846
696.0,907.5,1038.5,2033.0,2616.5,1924.5,0.32378316,-0.12549737,79.69233363162351,21.56720249878353,0.7670616845357358
678.0,884.5,1055.0,2161.0,3024.5,2249.5,0.34390548,-0.16652203,79.69251329468034,21.56720249878353,0.7658788250217283
963.5,1227.5,1592.0,2559.0,3729.0,3032.5,0.23295592,-0.1860687,79.69269295773717,21.56720249878353,0.7625093269247885
893.5,1133.0,1430.0,2334.5,3810.0,3135.0,0.24027096,-0.24013345,79.69287262079399,21.56720249878353,0.7591398288278484
862.0,1109.5,1390.0,2425.0,3793.0,3020.0,0.2712975,-0.22000644,79.69305228385082,21.56720249878353,0.7466638436121692
887.5,1136.5,1465.0,2551.5,3917.0,2999.0,0.27050915,-0.21109995,79.69323194690763,21.56720249878353,0.7151042359332042
887.5,1136.5,1465.0,2551.5,3917.0,2999.0,0.27050915,-0.21109995,79.69341160996446,21.56720249878353,0.6835446282517428
898.5,1155.5,1529.5,2612.0,3971.5,2967.5,0.26137874,-0.2065011,79.69359127302128,21.56720249878353,0.6167610784426327
907.0,1189.0,1590.0,2792.0,4096.0,2971.5,0.27430397,-0.18931475,79.69377093607811,21.56720249878353,0.5623838379553641
896.5,1201.5,1606.5,2773.5,4062.5,3020.0,0.26643836,-0.18856056,79.69395059913494,21.56720249878353,0.574354575855188
820.0,1107.5,1353.0,2531.5,3415.5,2472.0,0.30338526,-0.14864637,79.69413026219175,21.56720249878353,0.5952741063046394
657.0,872.5,998.5,2122.5,2619.0,1840.5,0.36014098,-0.1047137,79.69430992524858,21.56720249878353,0.6135430365065448
696.0,959.0,1123.0,2359.5,2531.5,1835.5,0.35506102,-0.035166632,79.6944895883054,21.56720249878353,0.5928558536859446
731.5,979.0,1206.0,2089.5,2822.0,2155.0,0.26809284,-0.14913978,79.69466925136223,21.56720249878353,0.6048918608299676
785.0,1036.0,1315.5,2260.0,3147.5,2385.5,0.26415884,-0.16412391,79.69484891441905,21.56720249878353,0.6173203625655029
762.0,1014.0,1238.5,2189.5,3074.5,2310.0,0.27742124,-0.1681231,79.69502857747588,21.56720249878353,0.5926126274878905
664.0,841.5,987.5,2030.5,2672.5,1946.0,0.3455931,-0.13650861,79.6952082405327,21.56720249878353,0.5576590011793252
750.0,993.5,1159.5,2369.5,2854.0,2202.0,0.34287333,-0.0927539,79.69538790358952,21.56720249878353,0.5488708185465835
868.0,1126.5,1315.5,2451.5,2853.0,2241.5,0.30156624,-0.07569045,79.69556756664635,21.56720249878353,0.5896920312538544
504.0,665.5,674.0,2066.5,2188.0,1430.5,0.5081189,-0.028557997,79.69574722970317,21.56720249878353,0.5566910994310854
504.0,665.5,674.0,2066.5,2188.0,1430.5,0.5081189,-0.028557997,79.69592689276,21.56720249878353,0.5236901676083164
496.5,674.5,678.0,2110.5,2100.5,1212.5,0.51371706,0.0023747329,79.69610655581681,21.56720249878353,0.4906892357881577
426.5,608.5,508.0,2218.5,1879.0,1030.5,0.62736106,0.082855396,79.69628621887364,21.56720249878353,0.7326597767376419
399.5,596.5,484.5,2256.5,1853.0,967.0,0.64647937,0.098187126,79.69646588193046,21.56720249878353,0.707805527168824
455.5,650.0,567.0,2444.5,2029.5,1163.0,0.6234435,0.09275816,79.69664554498729,21.56720249878353,0.7223447833548282
495.0,686.5,673.5,2298.5,2203.0,1299.5,0.54676986,0.02121515,79.69682520804412,21.56720249878353,0.6906484367661745
452.0,643.5,585.5,2173.5,2089.0,1236.5,0.5755709,0.019824047,79.69700487110094,21.56720249878353,0.6793725169441269
465.5,671.0,641.0,2287.0,2110.0,1204.0,0.56215847,0.04025472,79.69718453415776,21.56720249878353,0.6680965971229713
418.5,614.0,535.5,2330.5,1992.0,1099.0,0.62630844,0.07831116,79.69736419721458,21.56720249878353,0.6568206773009237
414.5,634.5,536.0,2439.5,1969.5,1083.5,0.63972443,0.106600136,79.69754386027141,21.56720249878353,0.6454970870975643
397.5,558.5,484.5,2156.5,1763.0,929.0,0.63309354,0.100395456,79.69772352332824,21.56720249878353,0.6186944389453346
403.5,550.0,473.5,2017.5,1704.0,907.0,0.6198314,0.08424023,79.69790318638506,21.56720249878353,0.6363081321880744
432.0,601.0,527.0,2065.0,1767.5,948.0,0.5933642,0.07762557,79.69808284944187,21.56720249878353,0.6680927952536012
428.5,604.0,533.0,2208.0,1784.0,938.5,0.61109084,0.10621242,79.6982625124987,21.56720249878353,0.6613264528027504
428.5,604.0,533.0,2208.0,1784.0,938.5,0.61109084,0.10621242,79.69844217555553,21.56720249878353,0.6545601103518994
416.5,585.0,510.0,1983.5,1738.0,929.5,0.5909364,0.06596802,79.69862183861235,21.56720249878353,0.6167509299294556
420.5,599.5,536.0,2130.5,1845.5,1007.0,0.5979749,0.071680084,79.69880150166918,21.56720249878353,0.5776931634577909
437.5,612.5,556.5,2207.5,2013.5,1118.0,0.5973227,0.045960672,79.698981164726,21.56720249878353,0.5873760383070133
425.0,586.0,513.0,2272.0,2041.0,1178.0,0.6315978,0.05355901,79.69916082778282,21.56720249878353,0.5931190273961353
462.5,658.0,626.0,2268.0,2144.0,1248.5,0.5673808,0.028105168,79.69934049083965,21.56720249878353,0.5771538401513927
488.0,681.5,677.5,2174.0,2313.0,1409.0,0.5248115,-0.030978382,79.69952015389647,21.56720249878353,0.5613201487752523
503.5,700.0,726.0,2091.5,2375.5,1520.5,0.4846495,-0.06357735,79.6996998169533,21.56720249878353,0.5466086328827371
508.5,711.5,749.5,2272.5,2447.5,1495.5,0.50397086,-0.037076272,79.69987948001013,21.56720249878353,0.5318971169902218
506.5,734.5,794.0,2297.0,2535.5,1666.5,0.4862504,-0.049353335,79.70005914306694,21.56720249878353,0.5177444349430851
521.0,764.5,804.5,2407.5,2692.0,1757.0,0.499066,-0.055789784,79.70023880612376,21.56720249878353,0.5127200302121002
592.5,809.5,945.0,2391.0,2959.0,2020.5,0.43345323,-0.106168225,79.70041846918059,21.56720249878353,0.47987306611619684
638.5,884.0,1018.0,2540.5,2944.5,2098.0,0.42784882,-0.07365543,79.70059813223742,21.56720249878353,0.5298846393665629
712.0,954.5,1225.0,2223.5,3063.5,2391.5,0.2895462,-0.15888028,79.70077779529424,21.56720249878353,0.5046453766060877
775.5,1037.5,1308.5,2281.0,3103.0,2473.5,0.2709291,-0.15267459,79.70095745835107,21.56720249878353,0.48069716937085916
775.5,1037.5,1308.5,2281.0,3103.0,2473.5,0.2709291,-0.15267459,79.70113712140788,21.56720249878353,0.49046431740169777
644.5,890.0,1043.0,2216.0,2685.5,1981.0,0.35992634,-0.095787,79.70131678446471,21.56720249878353,0.5002314654333089
577.5,756.5,832.5,1832.0,2121.0,1362.5,0.37511727,-0.07310903,79.70149644752154,21.56720249878353,0.5099986134649199
553.0,734.5,740.5,2029.5,1976.5,1226.0,0.46534297,0.013230155,79.70167611057836,21.56720249878353,0.5156239536183022
545.5,765.0,756.0,2397.5,2291.5,1455.0,0.5205327,0.022606099,79.70185577363519,21.56720249878353,0.5107769308242317
623.5,788.5,939.0,2292.5,2630.5,1708.5,0.41884574,-0.06865732,79.702035436692,21.56720249878353,0.5059299080305445
615.5,799.0,941.5,2315.5,2661.0,1741.5,0.4218606,-0.069426306,79.70221509974883,21.56720249878353,0.501082885236474
558.0,767.0,841.5,2480.5,2697.0,1676.5,0.49337748,-0.04181555,79.70239476280565,21.56720249878353,0.5076503168228916
610.0,821.5,984.5,2473.5,2765.5,1876.5,0.43059573,-0.055735826,79.70257442586248,21.56720249878353,0.48276609468214293
631.5,829.0,993.0,2456.0,2953.5,2039.0,0.42418092,-0.091967836,79.7027540889193,21.56720249878353,0.444480175874738
728.0,982.5,1251.5,2548.5,3201.5,2277.5,0.34131578,-0.113565214,79.70293375197613,21.56720249878353,0.4635342564229829
679.5,897.5,1078.5,2530.0,3147.0,2255.0,0.4022447,-0.10868417,79.70311341503294,21.56720249878353,0.49426037661131617
663.0,864.5,1063.0,2479.5,3010.5,2078.5,0.39985886,-0.096721314,79.70329307808977,21.56720249878353,0.5146297374390841
549.5,743.0,855.0,2271.0,2609.5,1701.0,0.45297503,-0.06935765,79.7034727411466,21.56720249878353,0.5177223738792374
549.5,743.0,855.0,2271.0,2609.5,1701.0,0.45297503,-0.06935765,79.70365240420342,21.56720249878353,0.5939025058339635
495.0,697.5,731.0,2194.5,2423.5,1498.5,0.50025636,-0.049588565,79.70383206726025,21.56720249878353,0.526915808006267
525.5,732.0,781.5,2317.0,2560.0,1647.5,0.49556237,-0.049825713,79.70401173031706,21.56720249878353,0.5679575604118063
585.0,811.0,902.0,2407.0,2904.5,1934.0,0.4548202,-0.09366469,79.70419139337389,21.56720249878353,0.5927118141899836
704.0,938.0,1192.0,2522.5,3387.0,2411.5,0.35819086,-0.14628987,79.70437105643072,21.56720249878353,0.5519407511621167
838.0,1108.5,1430.0,2552.0,3662.5,2645.5,0.28176796,-0.178695,79.70455071948754,21.56720249878353,0.5528260588567513
811.5,1074.0,1379.0,2477.5,3396.0,2470.0,0.28484377,-0.15638036,79.70473038254437,21.56720249878353,0.5602093199653929
754.5,1027.5,1265.0,2173.0,2736.0,1984.0,0.26410705,-0.11468731,79.7049100456012,21.56720249878353,0.5623887912582229
658.5,918.0,1084.0,2125.0,2555.5,1762.0,0.32440013,-0.09197735,79.70508970865801,21.56720249878353,0.5414506779403132
619.0,835.0,945.0,2061.5,2208.0,1499.0,0.37136206,-0.03431315,79.70526937171483,21.56720249878353,0.5205125646207474
569.0,710.5,788.5,1459.5,1692.0,1139.0,0.29848754,-0.07377439,79.70544903477166,21.56720249878353,0.4705981880543493
578.5,753.5,842.5,1597.5,1943.0,1287.5,0.30942622,-0.09758509,79.70562869782849,21.56720249878353,0.4030644672469999
771.0,981.0,1204.5,2304.0,2948.5,2098.0,0.3133818,-0.12270348,79.70580836088531,21.56720249878353,0.3725426575755258
584.0,754.5,813.0,1807.5,2377.5,1652.0,0.37950772,-0.13620071,79.70598802394213,21.56720249878353,0.36941639486541844
584.0,754.5,813.0,1807.5,2377.5,1652.0,0.37950772,-0.13620071,79.70616768699895,21.56720249878353,0.36213959450428657
659.5,839.0,993.0,2375.0,2670.0,1896.5,0.41033253,-0.058473736,79.70634735005578,21.56720249878353,0.37322609213440244
762.5,1038.5,1228.5,2416.5,2996.5,2177.0,0.32592592,-0.10714945,79.7065270131126,21.56720249878353,0.3859625716416295
784.0,1064.0,1317.5,2263.0,3065.5,2301.0,0.26406926,-0.15060523,79.70670667616943,21.56720249878353,0.3994547976464895
703.5,931.5,1178.0,2301.5,2988.0,2259.5,0.3228912,-0.12978542,79.70688633922626,21.56720249878353,0.4174937290556644
1120.0,1433.0,1712.5,2790.5,3136.5,2422.5,0.23939596,-0.05837692,79.70706600228307,21.56720249878353,0.4733733200233949
1170.0,1436.0,1622.0,2695.0,3113.5,2463.0,0.24855223,-0.07204958,79.7072456653399,21.56720249878353,0.502721001692335
773.5,1072.5,1243.5,2676.0,3154.0,2379.5,0.3654803,-0.081989706,79.70742532839672,21.56720249878353,0.5087978096312932
765.0,1054.0,1146.0,2915.0,3121.0,2093.5,0.435607,-0.03412856,79.70760499145355,21.56720249878353,0.5148746175702514
655.5,890.0,940.0,2472.0,2685.0,1818.5,0.44900352,-0.041303083,79.70778465451038,21.56720249878353,0.5209514255092096
769.5,960.5,1073.5,2491.5,2853.5,1928.5,0.39775595,-0.06772685,79.70796431756719,21.56720249878353,0.489860553343871
722.5,943.0,1134.0,2339.0,3148.0,2282.0,0.34696227,-0.1474394,79.70814398062402,21.56720249878353,0.4158095291264261
607.5,783.5,871.5,2098.5,2580.5,1781.0,0.41313133,-0.10301346,79.70832364368084,21.56720249878353,0.39693092687514164
517.5,716.5,760.0,2224.5,2659.5,1723.5,0.49070197,-0.08906634,79.70850330673767,21.56720249878353,0.3909242021985678
725.5,924.0,1173.0,2512.0,3371.0,2418.0,0.363365,-0.14601395,79.7086829697945,21.56720249878353,0.39978494447716867
725.5,924.0,1173.0,2512.0,3371.0,2418.0,0.363365,-0.14601395,79.70886263285132,21.56720249878353,0.4101875781307568
669.5,867.5,1089.5,2352.0,3373.5,2466.5,0.36684585,-0.17841236,79.70904229590813,21.56720249878353,0.4205902117835222
658.0,861.0,999.5,2306.5,2795.0,1974.5,0.3953418,-0.09575615,79.70922195896496,21.56720249878353,0.42643512991841837
494.0,677.5,640.5,2095.0,2232.5,1451.5,0.53171265,-0.03177354,79.70940162202179,21.56720249878353,0.4790184482736978
557.0,750.5,808.0,2277.0,2405.0,1574.5,0.47617504,-0.027338743,79.70958128507861,21.56720249878353,0.4583701257667233
605.0,807.5,909.5,2456.5,2613.0,1765.0,0.45959595,-0.030870894,79.70976094813544,21.56720249878353,0.461855841577163
629.0,812.5,912.5,2174.5,2506.5,1745.5,0.40881115,-0.07092502,79.70994061119225,21.56720249878353,0.4653415573873268
503.0,695.0,714.0,2037.0,2235.5,1432.0,0.48091602,-0.046459917,79.71012027424908,21.56720249878353,0.4688272731977664
472.0,639.0,650.0,1881.0,2075.0,1277.0,0.486369,-0.049039435,79.7102999373059,21.56720249878353,0.4900959041108037
470.5,650.5,679.5,2014.0,2357.5,1446.5,0.49545202,-0.078577146,79.71047960036273,21.56720249878353,0.4645126399289399
517.5,707.5,757.0,2205.5,2491.5,1571.5,0.48894516,-0.06088993,79.71065926341956,21.56720249878353,0.4526690775652405
547.0,713.0,774.5,2362.0,2309.5,1465.5,0.50613743,0.01123836,79.71083892647638,21.56720249878353,0.493785057758961
559.0,757.0,781.5,2461.0,2445.0,1583.5,0.51796454,0.0032613126,79.7110185895332,21.56720249878353,0.5349010379494293
536.5,706.0,763.5,2287.5,2245.5,1414.0,0.49950835,0.009265387,79.71119825259002,21.56720249878353,0.5456141386578789
536.5,706.0,763.5,2287.5,2245.5,1414.0,0.49950835,0.009265387,79.71137791564685,21.56720249878353,0.5313562338355438
428.5,613.0,521.0,2201.5,1794.5,1011.5,0.61726356,0.10185185,79.71155757870368,21.56720249878353,0.5170983290132085
427.0,605.0,503.0,2167.0,1827.0,967.0,0.623221,0.08512769,79.7117372417605,21.56720249878353,0.5079479940974468
408.0,585.5,504.0,2065.5,1797.0,958.5,0.6077058,0.069514565,79.71191690481731,21.56720249878353,0.5067916519538256
416.0,591.5,512.5,2032.5,1842.5,1035.0,0.5972495,0.04903226,79.71209656787414,21.56720249878353,0.5060306889888304
419.0,595.0,505.0,2064.0,1825.0,1004.0,0.6068509,0.061455388,79.71227623093097,21.56720249878353,0.5052697260238355
422.5,623.5,522.0,2101.0,1850.0,1030.5,0.6019825,0.06352822,79.7124558939878,21.56720249878353,0.5130404841310171
413.5,601.0,510.0,2027.5,1826.5,996.0,0.59802955,0.052153606,79.71263555704462,21.56720249878353,0.49805200928855564
398.0,566.5,472.0,2180.0,1841.0,979.5,0.64404225,0.08430739,79.71281522010145,21.56720249878353,0.4830635344460941
437.0,587.0,522.0,2063.0,1807.0,1025.5,0.5961315,0.06614987,79.71299488315826,21.56720249878353,0.4680750596048182
448.0,613.5,573.0,1945.5,1864.5,1098.5,0.54496723,0.021259842,79.71317454621509,21.56720249878353,0.453448260822921
422.0,610.5,577.0,1976.0,2019.5,1161.5,0.54798275,-0.010887248,79.71335420927191,21.56720249878353,0.4515761272021305
407.0,559.0,543.0,1897.0,1921.5,1084.0,0.55491805,-0.006416132,79.71353387232874,21.56720249878353,0.44970399358134
412.0,553.0,530.5,1949.5,1880.5,1092.5,0.5721774,0.018015666,79.71371353538557,21.56720249878353,0.5120841542695057
412.0,553.0,530.5,1949.5,1880.5,1092.5,0.5721774,0.018015666,79.71389319844238,21.56720249878353,0.5126714940031212
423.0,577.0,610.0,1843.0,1989.5,1185.5,0.50264984,-0.038225703,79.7140728614992,21.56720249878353,0.4604761434909772
431.0,588.5,603.5,1847.0,2035.0,1197.5,0.5074475,-0.048428643,79.71425252455603,21.56720249878353,0.41873608542427365
447.5,600.5,631.0,1848.0,2147.5,1321.0,0.49092376,-0.07495933,79.71443218761286,21.56720249878353,0.40303891980457807
487.0,654.5,745.0,1969.0,2194.5,1365.5,0.45099485,-0.05416116,79.71461185066968,21.56720249878353,0.3632123609183998
447.0,614.5,646.0,1900.0,2047.0,1234.0,0.49253732,-0.037243474,79.71479151372651,21.56720249878353,0.36454583498220644
447.5,615.5,640.5,1992.0,2088.0,1213.0,0.5133903,-0.023529412,79.71497117678332,21.56720249878353,0.37822341459531555
441.0,607.5,663.0,2026.0,2037.5,1207.0,0.50687987,-0.0028300725,79.71515083984015,21.56720249878353,0.3919009942095065
441.0,586.0,584.0,1967.0,1906.5,1117.5,0.54214036,0.015618949,79.71533050289698,21.56720249878353,0.39722439249866737
402.0,550.5,508.0,2114.5,1786.0,1044.0,0.6125834,0.08421997,79.7155101659538,21.56720249878353,0.40168279052966405
411.0,550.5,537.0,1878.0,1831.5,1099.5,0.5552795,0.012535382,79.71568982901063,21.56720249878353,0.4061411885606606
424.5,579.0,565.5,2003.0,1806.0,1073.0,0.5596652,0.05171961,79.71586949206744,21.56720249878353,0.4144737853480926
408.0,560.0,513.5,2051.5,1714.5,960.5,0.59961015,0.08948486,79.71604915512427,21.56720249878353,0.4248630103559893
439.0,614.0,567.0,2137.5,1838.5,1050.0,0.58069885,0.075201206,79.7162288181811,21.56720249878353,0.435252235363886
464.0,637.0,560.0,2461.0,1849.0,1048.0,0.62926185,0.14199536,79.71640848123792,21.56720249878353,0.44564146037178265
464.0,637.0,560.0,2461.0,1849.0,1048.0,0.62926185,0.14199536,79.71658814429475,21.56720249878353,0.4529851864401739
444.0,600.5,548.5,2250.5,1789.5,1027.5,0.6080743,0.11410891,79.71676780735157,21.56720249878353,0.4564879619633977
446.5,599.0,577.0,2280.5,1838.5,1080.0,0.59615046,0.1073076,79.71694747040839,21.56720249878353,0.4486686161347036
440.0,596.0,563.0,2145.0,1915.5,1113.5,0.58419496,0.056520134,79.71712713346521,21.56720249878353,0.42754285506964035
455.5,605.0,593.5,2251.5,1864.5,1113.0,0.5827768,0.094023325,79.71730679652204,21.56720249878353,0.3873887087439223
443.0,575.0,554.0,2096.5,1858.5,1110.5,0.5819657,0.06017699,79.71748645957886,21.56720249878353,0.3788050079990295
469.5,628.0,648.5,2287.0,1949.5,1190.5,0.5581673,0.07966482,79.71766612263569,21.56720249878353,0.384503071998129
524.0,693.5,810.5,2233.5,2140.5,1283.0,0.467477,0.021262003,79.7178457856925,21.56720249878353,0.36541565909248613
486.5,643.0,691.0,2263.5,2179.0,1311.0,0.53223896,0.019020822,79.71802544874933,21.56720249878353,0.29729535039300986
554.5,720.5,817.0,2178.0,2343.0,1433.0,0.45442405,-0.03649635,79.71820511180616,21.56720249878353,0.3107832025798348
492.0,646.0,678.0,2100.0,2199.5,1325.5,0.511879,-0.023142226,79.71838477486298,21.56720249878353,0.32427105476665974
527.5,699.5,777.0,2223.5,2236.0,1378.0,0.48208633,-0.0028030048,79.71856443791981,21.56720249878353,0.33775890695348465
510.5,656.0,687.5,2209.5,2118.0,1271.0,0.5253711,0.021143848,79.71874410097664,21.56720249878353,0.35124675914030956
553.5,715.0,843.0,2147.5,2267.0,1401.5,0.4362147,-0.027069883,79.71892376403345,21.56720249878353,0.3641875808371697
553.5,715.0,843.0,2147.5,2267.0,1401.5,0.4362147,-0.027069883,79.71910342709027,21.56720249878353,0.3467279084288725
530.5,683.5,782.0,2142.5,2273.0,1428.5,0.46520773,-0.029554976,79.7192830901471,21.56720249878353,0.3282831896026403
500.5,640.5,723.5,1998.0,2102.0,1291.0,0.4683079,-0.025365854,79.71946275320393,21.56720249878353,0.35038944125388155
460.5,616.5,663.0,2129.5,2100.0,1264.0,0.5251567,0.0069748196,79.71964241626075,21.56720249878353,0.34358098482094507
447.0,586.0,648.5,1991.5,2124.0,1303.5,0.5087121,-0.03219536,79.71982207931757,21.56720249878353,0.32552829638848824
475.5,624.0,719.5,2138.5,2272.0,1386.0,0.49650106,-0.030268677,79.7200017423744,21.56720249878353,0.5941798249093816
1618.5,2201.5,2940.0,3799.0,5551.5,5245.5,0.12746698,-0.18742314,79.65999428139521,21.567022835726707,0.5941798249093816
1641.0,2237.5,2941.5,3819.5,5597.0,5326.5,0.12986244,-0.18876441,79.66017394445204,21.567022835726707,0.5008993662867243
1639.5,2229.5,2923.0,3812.0,5520.5,5202.0,0.13199703,-0.18306991,79.66035360750887,21.567022835726707,0.480673769658364
1398.0,1906.5,2488.0,3373.5,4578.0,4272.5,0.15107055,-0.15148085,79.66053327056568,21.567022835726707,0.4908965602158345
833.5,1166.5,1417.5,1965.0,2519.0,2085.5,0.16186252,-0.1235504,79.6607129336225,21.567022835726707,0.47890370335468196
564.0,764.0,811.0,1988.0,1822.0,1299.5,0.4205073,0.043569554,79.66089259667933,21.567022835726707,0.4570390866457267
586.0,789.0,843.5,2321.5,2330.0,1595.5,0.46698263,-0.0018273675,79.66107225973616,21.567022835726707,0.4582157406261733
823.0,1082.0,1357.0,2693.5,2975.5,2110.5,0.32995927,-0.049744222,79.66125192279299,21.567022835726707,0.4707336574072276
841.5,1081.0,1434.0,2723.0,3252.0,2324.5,0.3100794,-0.08853556,79.6614315858498,21.567022835726707,0.48664147452355
776.5,998.5,1239.5,2651.0,3013.0,2196.0,0.36280683,-0.06391243,79.66161124890662,21.567022835726707,0.5119705655156489
801.5,1052.5,1258.5,2561.0,2956.0,2188.0,0.34101322,-0.07159688,79.66179091196345,21.567022835726707,0.4922283077922963
807.0,1059.0,1336.0,2419.0,3044.0,2353.0,0.28841543,-0.114406005,79.66197057502028,21.567022835726707,0.5021586284270725
847.5,1069.5,1394.5,2470.5,3042.5,2298.5,0.27839586,-0.10375476,79.6621502380771,21.567022835726707,0.5304019671614415
814.0,1065.5,1405.5,2373.5,2976.5,2217.0,0.25615242,-0.11271028,79.66232990113393,21.567022835726707,0.5586453058958104
814.0,1065.5,1405.5,2373.5,2976.5,2217.0,0.25615242,-0.11271028,79.66250956419074,21.567022835726707,0.5664601771756284
688.0,850.0,1103.0,1890.5,2649.5,1935.5,0.26307,-0.16718061,79.66268922724757,21.567022835726707,0.5709257692152118
779.0,1017.5,1369.0,2313.0,2938.0,2152.0,0.2563824,-0.11902495,79.6628688903044,21.567022835726707,0.5753913612547952
708.0,935.0,1211.0,1991.5,2798.0,2148.5,0.24371585,-0.16838919,79.66304855336122,21.567022835726707,0.5970201390872599
782.0,1055.0,1390.5,2200.5,2750.5,2141.0,0.22556391,-0.11108867,79.66322821641805,21.567022835726707,0.6293423720997579
636.0,884.0,1114.5,2098.5,2443.5,1932.0,0.30625585,-0.07595773,79.66340787947486,21.567022835726707,0.6555701177040696
613.5,796.5,1001.0,1898.0,2388.0,1865.0,0.30941704,-0.11432571,79.66358754253169,21.567022835726707,0.6721892133558949
680.5,902.0,1188.5,1813.5,2619.5,2115.5,0.20819454,-0.18181819,79.66376720558851,21.567022835726707,0.6505545764391159
715.5,997.0,1335.5,2037.5,2686.0,2112.0,0.20812333,-0.13729227,79.66394686864534,21.567022835726707,0.6289199395223368
713.5,952.5,1235.0,1807.5,2525.0,1978.5,0.18816763,-0.16560876,79.66412653170217,21.567022835726707,0.6072853026055576
